file-name,sent-length,reg-deriv-size,mwe-deriv-size,chart-nodes-1,chart-arcs-1,agenda-nodes-1,agenda-arcs-1,encodes-reg-1,encodes-mwe-1,chart-nodes-2,chart-arcs-2,agenda-nodes-2,agenda-arcs-2,encodes-reg-2,encodes-mwe-2
NKJP_1M_1202900080/morph_8-p/morph_8.29-s.xml,24,22,19,1798,2750,99,118,1,1,2015,3105,0,0,1,1
NKJP_1M_1202900080/morph_8-p/morph_8.41-s.xml,12,12,11,479,646,14,14,1,1,573,827,0,0,1,1
NKJP_1M_1202900085/morph_1-p/morph_1.9-s.xml,9,9,8,260,325,17,17,1,1,307,407,0,0,1,1
NKJP_1M_1202900085/morph_6-p/morph_6.35-s.xml,10,9,7,200,205,21,21,0,1,271,305,0,0,1,1
NKJP_1M_1202900085/morph_8-p/morph_8.38-s.xml,18,17,15,1134,1522,146,212,1,1,1402,2010,0,0,1,1
NKJP_1M_1202900086/morph_5-p/morph_5.27-s.xml,20,20,19,1274,2113,46,93,0,1,1322,2217,0,0,1,1
NKJP_1M_1202900091/morph_1-p/morph_1.11-s.xml,11,11,10,540,852,18,18,1,1,565,897,0,0,1,1
NKJP_1M_1202900091/morph_1-p/morph_1.85-s.xml,11,8,7,145,146,9,9,0,1,231,249,0,0,1,1
NKJP_1M_1202900091/morph_2-p/morph_2.36-s.xml,36,34,33,13237,40418,403,1006,1,1,13652,42171,0,0,1,1
NKJP_1M_1202900091/morph_7-p/morph_7.34-s.xml,16,15,14,1192,1879,82,108,0,1,1482,2646,0,0,1,1
NKJP_1M_1202900092/morph_4-p/morph_4.44-s.xml,18,18,17,1952,4409,21,56,1,1,1973,4465,0,0,1,1
NKJP_1M_1202900094/morph_3-p/morph_3.57-s.xml,10,9,8,515,709,49,54,1,1,599,844,0,0,1,1
NKJP_1M_1202900095/morph_4-p/morph_4.70-s.xml,5,5,4,55,51,3,3,0,1,66,63,0,0,1,1
NKJP_1M_1202900100/morph_6-p/morph_6.13-s.xml,13,11,10,326,368,15,15,0,1,399,477,0,0,1,1
NKJP_1M_1202900100/morph_6-p/morph_6.76-s.xml,17,15,13,664,779,14,14,0,1,733,873,0,0,1,1
NKJP_1M_1202900101/morph_3-p/morph_3.26-s.xml,9,9,7,176,196,45,52,0,1,439,641,0,0,1,1
NKJP_1M_1202900103/morph_9-p/morph_9.40-s.xml,19,19,18,2364,5924,81,95,0,1,2550,6516,0,0,1,1
NKJP_1M_1202900103/morph_9-p/morph_9.54-s.xml,14,14,6,431,579,125,144,0,1,2637,7502,0,0,1,1
NKJP_1M_1202900104/morph_4-p/morph_4.28-s.xml,19,19,18,2393,4695,60,62,0,1,2596,5557,0,0,1,1
NKJP_1M_1202900104/morph_4-p/morph_4.9-s.xml,9,8,7,88,85,0,0,1,1,89,86,0,0,1,1
NKJP_1M_1202900106/morph_3-p/morph_3.26-s.xml,12,12,9,286,336,23,23,0,1,576,778,0,0,1,1
NKJP_1M_1202900109/morph_2-p/morph_2.26-s.xml,8,8,7,211,230,6,7,1,1,224,247,0,0,1,1
NKJP_1M_1202900109/morph_5-p/morph_5.23-s.xml,23,23,21,1997,3222,66,123,1,1,2123,3482,0,0,1,1
NKJP_1M_1202900110/morph_5-p/morph_5.22-s.xml,15,15,14,1761,3856,188,267,0,1,2164,5356,0,0,1,1
NKJP_1M_1202900112/morph_1-p/morph_1.38-s.xml,12,11,10,664,1143,16,16,1,1,684,1169,0,0,1,1
NKJP_1M_1202900112/morph_2-p/morph_2.58-s.xml,10,10,9,114,111,1,1,1,1,117,115,0,0,1,1
NKJP_1M_1202900112/morph_2-p/morph_2.7-s.xml,7,7,6,116,116,2,2,0,1,170,179,0,0,1,1
NKJP_1M_1202900112/morph_5-p/morph_5.26-s.xml,26,24,23,2640,4405,78,85,1,1,2734,4565,0,0,1,1
NKJP_1M_1202900113/morph_5-p/morph_5.64-s.xml,7,7,6,217,246,12,12,1,1,234,268,0,0,1,1
NKJP_1M_1202900115/morph_2-p/morph_2.27-s.xml,20,19,18,2199,3721,99,140,1,1,2301,3891,0,0,1,1
NKJP_1M_1202900115/morph_6-p/morph_6.7-s.xml,7,7,6,145,163,5,5,0,1,165,197,0,0,1,1
NKJP_1M_1202900116/morph_1-p/morph_1.34-s.xml,18,16,15,1356,2281,51,51,1,1,1419,2346,0,0,1,1
NKJP_1M_1202900117/morph_2-p/morph_2.26-s.xml,11,11,10,784,1082,69,104,0,1,873,1250,0,0,1,1
NKJP_1M_1202900117/morph_3-p/morph_3.32-s.xml,24,23,22,1853,2867,103,118,1,1,1988,3078,0,0,1,1
NKJP_1M_1202900117/morph_3-p/morph_3.68-s.xml,36,32,31,5069,9513,141,269,1,1,6565,13010,0,0,1,1
NKJP_1M_1202900117/morph_4-p/morph_4.50-s.xml,19,15,14,1904,3164,194,367,1,1,2226,4054,0,0,1,1
NKJP_1M_1202900118/morph_5-p/morph_5.62-s.xml,10,10,8,1009,1821,230,424,1,1,1357,2653,0,0,1,1
NKJP_1M_1202900118/morph_8-p/morph_8.13-s.xml,13,13,12,2005,3785,138,272,1,1,2144,4110,0,0,1,1
NKJP_1M_1202900118/morph_8-p/morph_8.49-s.xml,12,12,11,1407,2313,144,205,1,1,1553,2580,0,0,1,1
NKJP_1M_1202900120/morph_9-p/morph_9.47-s.xml,11,10,8,208,229,4,4,0,1,254,282,0,0,1,1
NKJP_1M_1202900120/morph_9-p/morph_9.57-s.xml,10,9,8,168,184,5,5,1,1,178,199,0,0,1,1
NKJP_1M_1202900122/morph_2-p/morph_2.36-s.xml,11,11,10,859,1302,127,244,1,1,1031,1673,0,0,1,1
NKJP_1M_1202900122/morph_2-p/morph_2.71-s.xml,9,9,8,277,310,41,59,0,1,374,467,0,0,1,1
NKJP_1M_1202900123/morph_1-p/morph_1.20-s.xml,11,11,10,323,384,13,23,1,1,359,445,0,0,1,1
NKJP_1M_1202900123/morph_3-p/morph_3.17-s.xml,7,7,6,92,90,0,0,1,1,92,90,0,0,1,1
NKJP_1M_1202900123/morph_4-p/morph_4.44-s.xml,12,12,11,1176,1875,112,209,1,1,1371,2282,0,0,1,1
NKJP_1M_1202900128/morph_3-p/morph_3.9-s.xml,9,9,8,483,682,38,48,1,1,538,787,0,0,1,1
NKJP_1M_1202900128/morph_7-p/morph_7.48-s.xml,10,10,8,349,535,27,27,0,1,628,1067,0,0,1,1
NKJP_1M_1202900129/morph_6-p/morph_6.45-s.xml,14,14,12,846,1282,32,32,0,1,984,1538,0,0,1,1
NKJP_1M_1202900129/morph_6-p/morph_6.9-s.xml,9,9,8,289,333,43,47,1,1,383,476,0,0,1,1
NKJP_1M_1202900130/morph_6-p/morph_6.16-s.xml,16,16,10,429,473,121,135,0,1,2866,6586,0,0,1,1
NKJP_1M_1202900130/morph_6-p/morph_6.56-s.xml,13,13,12,588,721,7,8,0,1,597,735,0,0,1,1
NKJP_1M_1202900132/morph_2-p/morph_2.13-s.xml,13,13,12,304,380,22,22,1,1,425,569,0,0,1,1
NKJP_1M_1202900138/morph_1-p/morph_1.44-s.xml,28,28,27,3001,5190,34,136,1,1,3077,5402,0,0,1,1
NKJP_1M_1202900146/morph_2-p/morph_2.54-s.xml,27,26,21,2661,4533,129,183,0,1,3631,6888,0,0,1,1
NKJP_1M_1202900146/morph_2-p/morph_2.76-s.xml,22,22,18,1894,4029,157,287,0,1,2656,6793,0,0,1,1
NKJP_1M_1202910000001/morph_2-p/morph_2.43-s.xml,9,8,7,542,768,111,160,1,1,786,1281,0,0,1,1
NKJP_1M_1202910000001/morph_45-p/morph_45.34-s.xml,6,6,5,189,216,36,41,1,1,233,277,0,0,1,1
NKJP_1M_1202910000001/morph_63-p/morph_63.39-s.xml,16,16,15,2198,4118,198,252,1,1,2439,4572,0,0,1,1
NKJP_1M_1202910000002/morph_13-p/morph_13.12-s.xml,5,5,4,76,78,2,3,1,1,79,82,0,0,1,1
NKJP_1M_1202910000002/morph_13-p/morph_13.7-s.xml,7,7,6,76,69,2,2,0,1,96,94,0,0,1,1
NKJP_1M_1202910000002/morph_26-p/morph_26.34-s.xml,16,15,14,753,1018,32,35,1,1,808,1092,0,0,1,1
NKJP_1M_1202910000002/morph_44-p/morph_44.79-s.xml,19,19,18,3142,7151,200,598,1,1,3417,8107,0,0,1,1
NKJP_1M_1202910000003/morph_24-p/morph_24.44-s.xml,24,22,20,3087,5214,367,950,1,1,3855,7091,0,0,1,1
NKJP_1M_1202910000003/morph_40-p/morph_40.12-s.xml,12,12,9,167,165,9,10,0,1,277,314,0,0,1,1
NKJP_1M_1202910000011/morph_22-p/morph_22.10-s.xml,10,9,8,85,81,1,1,1,1,88,85,0,0,1,1
NKJP_1M_1202910000011/morph_3-p/morph_3.41-s.xml,12,12,10,426,508,24,24,0,1,534,718,0,0,1,1
NKJP_1M_1202910000011/morph_37-p/morph_37.14-s.xml,14,12,11,426,562,21,21,0,1,559,782,0,0,1,1
NKJP_1M_1202910000011/morph_53-p/morph_53.21-s.xml,21,21,19,2826,5628,130,138,0,1,3409,7412,0,0,1,1
NKJP_1M_1202910000011/morph_53-p/morph_53.47-s.xml,11,11,10,1734,3594,123,201,1,1,1878,3899,0,0,1,1
NKJP_1M_1202910000011/morph_55-p/morph_55.14-s.xml,14,14,11,841,1715,15,39,0,1,935,1884,0,0,1,1
NKJP_1M_1202910000011/morph_55-p/morph_55.66-s.xml,22,22,20,3664,9681,238,314,0,1,4395,13559,0,0,1,1
NKJP_1M_1202910000011/morph_58-p/morph_58.41-s.xml,12,11,7,251,279,26,28,0,1,623,1009,0,0,1,1
NKJP_1M_1202910000011/morph_64-p/morph_64.12-s.xml,12,11,9,428,553,15,15,1,1,480,658,0,0,1,1
NKJP_1M_1202910000011/morph_64-p/morph_64.45-s.xml,15,14,13,778,1211,29,33,1,1,813,1251,0,0,1,1
NKJP_1M_1202910000011/morph_7-p/morph_7.15-s.xml,15,15,13,677,908,35,35,0,1,788,1121,0,0,1,1
NKJP_1M_1202910000011/morph_7-p/morph_7.15-s.xml,15,15,13,677,908,35,35,0,1,788,1121,0,0,1,1
NKJP_1M_1202910000011/morph_74-p/morph_74.35-s.xml,8,8,7,292,370,39,46,0,0,657,1106,0,0,1,1
NKJP_1M_1202910000011/morph_87-p/morph_87.62-s.xml,24,23,22,2085,3390,72,89,1,1,2167,3495,0,0,1,1
NKJP_1M_1202910000011/morph_9-p/morph_9.73-s.xml,10,10,9,198,210,5,5,1,1,213,230,0,0,1,1
NKJP_1M_1204900000001/morph_100-p/morph_100.27-s.xml,27,27,26,7327,20065,374,761,1,1,7730,21025,0,0,1,1
NKJP_1M_1204900000001/morph_100-p/morph_100.38-s.xml,11,11,9,847,1349,90,104,1,1,975,1614,0,0,1,1
NKJP_1M_1204900000001/morph_114-p/morph_114.11-s.xml,11,11,10,434,550,2,3,1,1,436,553,0,0,1,1
NKJP_1M_1204900000001/morph_116-p/morph_116.21-s.xml,21,21,20,1194,1651,123,166,1,1,1391,1978,0,0,1,1
NKJP_1M_1204900000001/morph_116-p/morph_116.38-s.xml,17,17,16,2565,5176,173,196,1,1,2784,5617,0,0,1,1
NKJP_1M_1204900000001/morph_117-p/morph_117.11-s.xml,11,11,10,786,1274,103,167,1,1,899,1551,0,0,1,1
NKJP_1M_1204900000001/morph_117-p/morph_117.43-s.xml,15,15,14,1089,1635,13,13,1,1,1123,1677,0,0,1,1
NKJP_1M_1204900000001/morph_131-p/morph_131.45-s.xml,22,22,21,2552,4500,116,161,1,1,2670,4724,0,0,1,1
NKJP_1M_1204900000001/morph_146-p/morph_146.49-s.xml,12,10,9,380,514,13,13,1,1,404,541,0,0,1,1
NKJP_1M_1204900000001/morph_19-p/morph_19.76-s.xml,16,15,13,668,1005,24,24,0,1,939,1408,0,0,1,1
NKJP_1M_1204900000001/morph_28-p/morph_28.19-s.xml,19,18,17,2226,4420,137,216,1,1,2376,4771,0,0,1,1
NKJP_1M_1204900000001/morph_76-p/morph_76.20-s.xml,20,20,19,4866,12199,524,1033,1,1,5454,13889,0,0,1,1
NKJP_1M_1204900000001/morph_93-p/morph_93.39-s.xml,18,17,15,1110,1710,56,57,0,1,1823,3117,0,0,1,1
NKJP_1M_1204900001/morph_11-p/morph_11.13-s.xml,13,12,11,435,663,21,21,1,1,471,748,0,0,1,1
NKJP_1M_1204900001/morph_13-p/morph_13.11-s.xml,11,11,10,303,351,14,14,1,1,327,380,0,0,1,1
NKJP_1M_1204900001/morph_16-p/morph_16.34-s.xml,12,12,10,275,343,23,23,0,1,345,432,0,0,1,1
NKJP_1M_1204900001/morph_20-p/morph_20.79-s.xml,17,17,16,2230,4667,46,127,1,1,2307,4920,0,0,1,1
NKJP_1M_1204900001/morph_32-p/morph_32.56-s.xml,15,14,13,1208,1587,98,160,1,1,1349,1819,0,0,1,1
NKJP_1M_1204900001/morph_32-p/morph_32.6-s.xml,6,6,5,134,138,23,23,0,1,179,201,0,0,1,1
NKJP_1M_1204900001/morph_37-p/morph_37.77-s.xml,24,23,21,5466,12871,232,573,0,1,6323,16488,0,0,1,1
NKJP_1M_1204900001/morph_47-p/morph_47.36-s.xml,20,20,18,2923,5114,309,564,1,1,3401,6140,0,0,1,1
NKJP_1M_1204900001/morph_47-p/morph_47.45-s.xml,9,9,8,262,322,10,10,1,1,275,345,0,0,1,1
NKJP_1M_1204900001/morph_72-p/morph_72.37-s.xml,7,7,6,110,118,14,14,0,1,133,157,0,0,1,1
NKJP_1M_1204900001/morph_94-p/morph_94.48-s.xml,18,16,15,1444,2134,268,349,1,1,2056,3470,0,0,1,1
NKJP_1M_1204900004/morph_2-p/morph_2.62-s.xml,7,6,5,205,236,57,68,1,1,384,592,0,0,1,1
NKJP_1M_1204900006/morph_6-p/morph_6.13-s.xml,13,13,12,524,730,47,52,0,1,601,906,0,0,1,1
NKJP_1M_1204900008/morph_7-p/morph_7.57-s.xml,13,13,10,658,1085,44,68,1,1,718,1225,0,0,1,1
NKJP_1M_1204900009/morph_10-p/morph_10.19-s.xml,19,19,15,785,1108,80,163,0,1,1111,1843,0,0,1,1
NKJP_1M_1204900009/morph_29-p/morph_29.15-s.xml,15,15,13,664,799,144,160,1,1,1375,2038,0,0,1,1
NKJP_1M_1204900009/morph_29-p/morph_29.24-s.xml,9,8,7,184,207,3,3,1,1,192,219,0,0,1,1
NKJP_1M_1204900009/morph_29-p/morph_29.33-s.xml,9,9,6,166,171,47,47,0,1,396,499,0,0,1,1
NKJP_1M_1204900009/morph_29-p/morph_29.52-s.xml,13,13,12,1481,2512,153,265,1,1,1642,2872,0,0,1,1
NKJP_1M_1204900009/morph_35-p/morph_35.11-s.xml,11,11,7,214,266,42,42,0,0,709,1231,0,0,1,1
NKJP_1M_1204900009/morph_5-p/morph_5.15-s.xml,15,15,14,819,1447,39,39,0,1,863,1545,0,0,1,1
NKJP_1M_1204900009/morph_7-p/morph_7.28-s.xml,7,6,5,112,120,1,1,1,1,114,122,0,0,1,1
NKJP_1M_1204900009/morph_8-p/morph_8.20-s.xml,20,19,18,1637,3169,52,99,1,1,1729,3422,0,0,1,1
NKJP_1M_1204900009/morph_8-p/morph_8.27-s.xml,7,7,6,364,500,39,49,1,1,403,555,0,0,1,1
NKJP_1M_1204900010/morph_1-p/morph_1.66-s.xml,16,15,11,661,971,57,57,0,1,1189,2110,0,0,1,1
NKJP_1M_1204900010/morph_1-p/morph_1.82-s.xml,16,16,14,970,1354,23,23,1,1,1020,1426,0,0,1,1
NKJP_1M_1204900010/morph_18-p/morph_18.30-s.xml,23,22,21,1870,3305,27,32,1,1,1934,3435,0,0,1,1
NKJP_1M_1204900010/morph_18-p/morph_18.7-s.xml,7,7,6,77,73,2,2,0,1,91,89,0,0,1,1
NKJP_1M_1204900010/morph_19-p/morph_19.35-s.xml,7,7,6,122,129,16,24,0,1,150,169,0,0,1,1
NKJP_1M_1204900010/morph_2-p/morph_2.12-s.xml,12,11,10,300,346,14,14,0,1,379,471,0,0,1,1
NKJP_1M_1204900010/morph_26-p/morph_26.30-s.xml,12,12,8,204,217,29,29,0,1,647,1162,0,0,1,1
NKJP_1M_1204900010/morph_26-p/morph_26.64-s.xml,10,9,8,206,222,9,12,0,1,224,249,0,0,1,1
NKJP_1M_1204900010/morph_27-p/morph_27.49-s.xml,18,18,17,2269,4101,123,142,1,1,2426,4336,0,0,1,1
NKJP_1M_1204900010/morph_35-p/morph_35.11-s.xml,11,11,10,569,872,34,34,0,1,644,1003,0,0,1,1
NKJP_1M_1204900010/morph_35-p/morph_35.61-s.xml,18,18,17,1702,3378,313,776,0,1,2419,6036,0,0,1,1
NKJP_1M_1204900010/morph_4-p/morph_4.12-s.xml,12,11,10,300,346,14,14,0,1,379,471,0,0,1,1
NKJP_1M_1204900010/morph_6-p/morph_6.14-s.xml,14,14,13,660,909,32,32,0,1,722,1037,0,0,1,1
NKJP_1M_1204900011/morph_14-p/morph_14.48-s.xml,18,17,12,381,427,29,35,0,1,964,1359,0,0,1,1
NKJP_1M_1204900011/morph_20-p/morph_20.23-s.xml,12,12,11,484,636,2,2,0,1,490,644,0,0,1,1
NKJP_1M_1204900011/morph_23-p/morph_23.30-s.xml,15,15,12,524,666,12,12,0,1,861,1364,0,0,1,1
NKJP_1M_1204900011/morph_23-p/morph_23.44-s.xml,14,14,13,2619,5319,285,834,1,1,2985,6551,0,0,1,1
NKJP_1M_1204900011/morph_24-p/morph_24.59-s.xml,7,7,6,342,423,48,57,1,1,403,523,0,0,1,1
NKJP_1M_1204900011/morph_26-p/morph_26.34-s.xml,16,15,13,638,882,37,37,0,1,718,987,0,0,1,1
NKJP_1M_1204900011/morph_30-p/morph_30.72-s.xml,22,22,20,2638,6335,25,208,1,1,2677,6582,0,0,1,1
NKJP_1M_1204900011/morph_31-p/morph_31.31-s.xml,12,11,10,303,335,54,56,1,1,503,614,0,0,1,1
NKJP_1M_1204900011/morph_33-p/morph_33.16-s.xml,16,16,15,830,1116,188,196,1,1,1671,2636,0,0,1,1
NKJP_1M_1204900011/morph_40-p/morph_40.27-s.xml,9,8,7,238,243,36,36,0,1,323,368,0,0,1,1
NKJP_1M_1204900011/morph_5-p/morph_5.17-s.xml,9,9,8,229,242,3,3,0,1,234,255,0,0,1,1
NKJP_1M_1204900011/morph_53-p/morph_53.26-s.xml,26,24,23,2810,5345,86,90,1,1,2916,5503,0,0,1,1
NKJP_1M_1302900005/morph_108-p/morph_108.42-s.xml,15,15,14,483,592,10,10,1,1,493,602,0,0,1,1
NKJP_1M_1302900005/morph_119-p/morph_119.52-s.xml,10,10,8,291,380,9,9,0,1,306,423,0,0,1,1
NKJP_1M_1302900005/morph_121-p/morph_121.8-s.xml,8,8,6,201,206,38,39,1,1,309,354,0,0,1,1
NKJP_1M_1302900005/morph_135-p/morph_135.41-s.xml,14,14,13,1306,2704,31,31,1,1,1337,2735,0,0,1,1
NKJP_1M_1302900005/morph_135-p/morph_135.50-s.xml,9,9,8,164,183,11,11,0,1,246,298,0,0,1,1
NKJP_1M_1302900005/morph_137-p/morph_137.71-s.xml,14,14,13,1776,3256,204,277,1,1,2672,5619,0,0,1,1
NKJP_1M_1302900005/morph_138-p/morph_138.8-s.xml,8,8,7,78,72,1,1,1,1,80,74,0,0,1,1
NKJP_1M_1302900005/morph_4-p/morph_4.10-s.xml,8,8,7,189,226,8,8,1,1,202,249,0,0,1,1
NKJP_1M_1302900005/morph_4-p/morph_4.30-s.xml,20,19,18,1427,2050,42,67,0,1,1473,2165,0,0,1,1
NKJP_1M_1302900005/morph_4-p/morph_4.42-s.xml,12,11,9,147,145,5,5,0,1,213,227,0,0,1,1
NKJP_1M_1302900005/morph_4-p/morph_4.54-s.xml,12,12,11,1283,2274,131,235,1,1,1421,2564,0,0,1,1
NKJP_1M_1302900005/morph_48-p/morph_48.18-s.xml,18,17,15,628,860,56,56,0,1,893,1328,0,0,1,1
NKJP_1M_1302900005/morph_50-p/morph_50.11-s.xml,11,11,8,226,238,3,3,0,1,336,373,0,0,1,1
NKJP_1M_1302900005/morph_55-p/morph_55.17-s.xml,17,16,15,2127,4413,313,894,0,0,2708,6184,0,0,1,1
NKJP_1M_1302900005/morph_6-p/morph_6.82-s.xml,11,10,9,520,819,17,32,1,1,540,859,0,0,1,1
NKJP_1M_1302900005/morph_64-p/morph_64.30-s.xml,14,14,13,992,1941,18,18,1,1,1025,2043,0,0,1,1
NKJP_1M_1302900005/morph_65-p/morph_65.63-s.xml,11,9,6,242,281,11,11,0,1,412,557,0,0,1,1
NKJP_1M_1302900005/morph_68-p/morph_68.49-s.xml,8,6,4,72,65,10,10,0,1,128,126,0,0,1,1
NKJP_1M_1302900005/morph_72-p/morph_72.15-s.xml,15,14,12,780,1162,133,168,0,1,1276,2410,0,0,1,1
NKJP_1M_1302900005/morph_82-p/morph_82.55-s.xml,13,13,9,545,784,115,155,0,1,1659,3967,0,0,1,1
NKJP_1M_1302900005/morph_83-p/morph_83.21-s.xml,19,16,15,1515,2572,46,93,1,1,1569,2702,0,0,1,1
NKJP_1M_1302900005/morph_83-p/morph_83.38-s.xml,17,16,14,554,724,11,11,0,1,635,850,0,0,1,1
NKJP_1M_1302900005/morph_87-p/morph_87.13-s.xml,13,12,11,557,832,4,7,1,1,564,846,0,0,1,1
NKJP_1M_1302900005/morph_95-p/morph_95.28-s.xml,13,13,11,396,530,14,17,0,1,425,587,0,0,1,1
NKJP_1M_1302900014/morph_2-p/morph_2.24-s.xml,10,10,9,285,376,1,1,1,1,288,380,0,0,1,1
NKJP_1M_1302900014/morph_20-p/morph_20.39-s.xml,17,17,16,1205,2199,25,25,1,1,1275,2424,0,0,1,1
NKJP_1M_1302900014/morph_23-p/morph_23.21-s.xml,11,11,10,466,670,53,83,1,1,562,848,0,0,1,1
NKJP_1M_1302900014/morph_24-p/morph_24.49-s.xml,14,14,13,578,746,66,119,0,1,689,961,0,0,1,1
NKJP_1M_1302900014/morph_5-p/morph_5.27-s.xml,22,22,19,2997,5625,209,322,0,1,3440,6620,0,0,1,1
NKJP_1M_1302900014/morph_5-p/morph_5.46-s.xml,19,18,17,2692,4957,643,832,1,1,4045,8594,0,0,1,1
NKJP_1M_1302900014/morph_6-p/morph_6.18-s.xml,18,18,15,1300,2500,100,100,0,1,2556,6152,0,0,1,1
NKJP_1M_1302900014/morph_6-p/morph_6.43-s.xml,25,25,20,3643,8611,501,504,0,1,7760,25073,0,0,1,1
NKJP_1M_1302900014/morph_6-p/morph_6.55-s.xml,12,11,10,317,398,15,15,1,1,339,426,0,0,1,1
NKJP_1M_1302900018/morph_17-p/morph_17.16-s.xml,16,15,14,783,1075,71,73,0,1,1034,1617,0,0,1,1
NKJP_1M_1302900018/morph_18-p/morph_18.13-s.xml,13,13,12,426,615,10,10,0,1,446,672,0,0,1,1
NKJP_1M_1302900018/morph_18-p/morph_18.72-s.xml,18,16,15,766,1053,31,40,1,1,829,1158,0,0,1,1
NKJP_1M_1302910000004/morph_12-p/morph_12.14-s.xml,14,14,13,335,401,1,1,1,1,336,402,0,0,1,1
NKJP_1M_1302910000004/morph_29-p/morph_29.58-s.xml,22,22,21,1953,3165,135,190,1,1,2253,3846,0,0,1,1
NKJP_1M_1302910000004/morph_32-p/morph_32.62-s.xml,11,11,9,470,614,37,40,0,1,595,801,0,0,1,1
NKJP_1M_1302910000004/morph_47-p/morph_47.71-s.xml,21,21,19,4359,9306,852,2193,0,1,5946,14505,0,0,1,1
NKJP_1M_1302910000004/morph_53-p/morph_53.14-s.xml,14,12,10,898,1709,82,96,1,1,1056,2080,0,0,1,1
NKJP_1M_1302910000004/morph_53-p/morph_53.25-s.xml,11,11,10,395,473,18,18,0,1,434,538,0,0,1,1
NKJP_1M_1302910000004/morph_64-p/morph_64.12-s.xml,12,12,9,275,330,38,43,0,1,749,1499,0,0,1,1
NKJP_1M_1302910000004/morph_71-p/morph_71.31-s.xml,12,12,11,1146,2167,38,90,1,1,1198,2308,0,0,1,1
NKJP_1M_1302910000004/morph_75-p/morph_75.67-s.xml,13,13,11,388,503,54,54,0,0,812,1325,0,0,1,1
NKJP_1M_1302910000006/morph_104-p/morph_104.80-s.xml,17,17,16,2588,6247,272,519,1,1,2934,7140,0,0,1,1
NKJP_1M_1302910000006/morph_107-p/morph_107.42-s.xml,17,17,16,804,1056,24,28,1,1,841,1097,0,0,1,1
NKJP_1M_1302910000006/morph_107-p/morph_107.5-s.xml,5,5,4,47,43,0,0,1,1,48,44,0,0,1,1
NKJP_1M_1302910000006/morph_110-p/morph_110.40-s.xml,8,8,7,275,346,16,16,1,1,294,368,0,0,1,1
NKJP_1M_1302910000006/morph_112-p/morph_112.25-s.xml,25,25,24,7128,15715,313,837,1,1,7454,16644,0,0,1,1
NKJP_1M_1302910000006/morph_119-p/morph_119.45-s.xml,20,20,19,1803,3105,31,36,1,1,1843,3195,0,0,1,1
NKJP_1M_1302910000006/morph_126-p/morph_126.31-s.xml,11,11,9,342,495,50,57,0,1,532,958,0,0,1,1
NKJP_1M_1302910000006/morph_15-p/morph_15.16-s.xml,16,16,13,1693,3131,188,408,0,1,2226,4575,0,0,1,1
NKJP_1M_1302910000006/morph_29-p/morph_29.55-s.xml,13,13,11,1005,1768,60,60,1,1,1125,2092,0,0,1,1
NKJP_1M_1302910000006/morph_29-p/morph_29.62-s.xml,7,7,6,150,160,24,26,0,1,206,240,0,0,1,1
NKJP_1M_1302910000006/morph_56-p/morph_56.24-s.xml,24,24,23,6202,18248,166,276,0,1,6436,18890,0,0,1,1
NKJP_1M_1302910000006/morph_59-p/morph_59.51-s.xml,11,11,10,1796,4333,149,290,1,1,1987,4909,0,0,1,1
NKJP_1M_1302910000006/morph_78-p/morph_78.11-s.xml,7,7,5,110,105,12,13,0,1,175,196,0,0,1,1
NKJP_1M_1302910000006/morph_84-p/morph_84.20-s.xml,11,11,10,373,509,29,29,0,0,612,951,0,0,1,1
NKJP_1M_1302910000006/morph_94-p/morph_94.57-s.xml,9,9,8,132,138,7,7,0,0,199,219,0,0,1,1
NKJP_1M_1302910000006/morph_95-p/morph_95.11-s.xml,11,11,9,384,545,30,34,0,1,582,1007,0,0,1,1
NKJP_1M_1302910000006/morph_95-p/morph_95.57-s.xml,12,11,10,386,502,6,6,0,1,395,532,0,0,1,1
NKJP_1M_1302910000006/morph_98-p/morph_98.21-s.xml,21,21,18,3669,8422,213,581,0,1,3952,9644,0,0,1,1
NKJP_1M_1303900001/morph_100-p/morph_100.68-s.xml,6,6,5,104,104,7,7,0,1,123,135,0,0,1,1
NKJP_1M_1303900001/morph_111-p/morph_111.11-s.xml,11,8,7,334,361,85,103,1,1,718,1011,0,0,1,1
NKJP_1M_1303900001/morph_127-p/morph_127.72-s.xml,14,14,13,460,569,13,14,1,1,494,605,0,0,1,1
NKJP_1M_1303900001/morph_130-p/morph_130.21-s.xml,14,12,11,2637,5631,677,1569,1,1,3904,10930,0,0,1,1
NKJP_1M_1303900001/morph_17-p/morph_17.67-s.xml,25,24,22,6266,15242,497,1121,1,1,7279,18940,0,0,1,1
NKJP_1M_1303900001/morph_177-p/morph_177.48-s.xml,27,27,25,5054,11017,178,334,1,1,5602,13413,0,0,1,1
NKJP_1M_1303900001/morph_18-p/morph_18.44-s.xml,14,12,11,465,584,43,47,1,1,508,635,0,0,1,1
NKJP_1M_1303900001/morph_181-p/morph_181.9-s.xml,9,8,6,223,240,60,78,0,1,328,409,0,0,1,1
NKJP_1M_1303900001/morph_182-p/morph_182.12-s.xml,12,12,10,163,167,1,1,0,1,165,171,0,0,1,1
NKJP_1M_1303900001/morph_192-p/morph_192.17-s.xml,17,16,15,839,1315,54,59,1,1,1015,1998,0,0,1,1
NKJP_1M_1303900001/morph_202-p/morph_202.43-s.xml,5,5,4,115,130,14,16,1,1,129,146,0,0,1,1
