file-name,sent-length,reg-deriv-size,mwe-deriv-size,chart-nodes-1,chart-arcs-1,agenda-nodes-1,agenda-arcs-1,encodes-reg-1,encodes-mwe-1,chart-nodes-2,chart-arcs-2,agenda-nodes-2,agenda-arcs-2,encodes-reg-2,encodes-mwe-2
NKJP_1M_031875-SuperExpress/morph_529-p/morph_529.6-s.xml,6,6,5,69,69,10,13,0,1,150,174,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_531-p/morph_531.67-s.xml,11,10,9,267,275,63,68,0,1,547,668,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_537-p/morph_537.21-s.xml,19,18,17,1386,2305,61,81,1,1,1675,3181,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_537-p/morph_537.39-s.xml,18,18,16,1183,1731,144,161,0,1,1750,2959,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_537-p/morph_537.51-s.xml,12,11,10,559,755,35,56,1,1,602,866,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_538-p/morph_538.6-s.xml,6,6,5,80,77,11,11,0,1,143,163,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_542-p/morph_542.29-s.xml,19,19,15,1166,2044,77,86,0,1,1321,2414,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_547-p/morph_547.38-s.xml,24,24,23,3921,11086,22,35,1,1,3945,11126,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_549-p/morph_549.24-s.xml,12,12,9,153,151,15,15,0,1,304,348,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_549-p/morph_549.54-s.xml,16,15,13,2953,6618,170,603,1,1,3192,7641,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_555-p/morph_555.20-s.xml,9,9,7,369,545,40,45,0,1,748,1292,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_570-p/morph_570.22-s.xml,22,20,19,4080,9413,164,407,1,1,4264,9933,0,0,1,1
NKJP_1M_031875-SuperExpress/morph_99-p/morph_99.24-s.xml,9,8,7,205,230,23,27,1,1,233,270,0,0,1,1
NKJP_1M_0401000002/morph_4-p/morph_4.67-s.xml,13,13,12,464,641,23,23,1,1,527,777,0,0,1,1
NKJP_1M_0401000004/morph_2-p/morph_2.38-s.xml,7,7,6,186,219,34,42,1,1,234,307,0,0,1,1
NKJP_1M_0402000000301/morph_23-p/morph_23.27-s.xml,9,9,8,276,335,19,19,1,1,315,392,0,0,1,1
NKJP_1M_0402000000301/morph_27-p/morph_27.45-s.xml,10,10,9,394,488,117,153,0,1,736,1191,0,0,1,1
NKJP_1M_0402000000301/morph_29-p/morph_29.27-s.xml,27,27,25,7233,16352,225,580,1,1,7547,17271,0,0,1,1
NKJP_1M_0402000000301/morph_8-p/morph_8.12-s.xml,12,12,11,1224,2036,124,187,0,0,1641,3095,0,0,1,1
NKJP_1M_0402000000301/morph_8-p/morph_8.54-s.xml,9,9,8,145,156,3,3,1,1,148,159,0,0,1,1
NKJP_1M_0402000000302/morph_11-p/morph_11.21-s.xml,6,6,5,145,162,13,13,0,1,196,237,0,0,1,1
NKJP_1M_0402000001/morph_12-p/morph_12.23-s.xml,23,22,21,1404,2031,11,11,1,1,1421,2048,0,0,1,1
NKJP_1M_0402000001/morph_7-p/morph_7.49-s.xml,15,14,12,303,359,16,16,0,1,441,582,0,0,1,1
NKJP_1M_0402000006/morph_5-p/morph_5.16-s.xml,16,16,15,1359,2352,97,97,0,1,1636,3028,0,0,1,1
NKJP_1M_0402000007/morph_2-p/morph_2.41-s.xml,6,6,5,94,95,2,2,0,1,103,115,0,0,1,1
NKJP_1M_0402000008/morph_2-p/morph_2.34-s.xml,7,7,6,452,616,73,101,1,1,533,757,0,0,1,1
NKJP_1M_0402000008/morph_4-p/morph_4.20-s.xml,20,19,18,2203,4539,139,215,1,1,2532,5198,0,0,1,1
NKJP_1M_0402000010/morph_8-p/morph_8.15-s.xml,15,15,14,1120,1766,26,32,0,1,1217,1918,0,0,1,1
NKJP_1M_0402000011/morph_3-p/morph_3.11-s.xml,11,10,9,729,1002,177,263,1,1,1688,3171,0,0,1,1
NKJP_1M_0404000000100/morph_2-p/morph_2.74-s.xml,19,19,16,574,691,9,9,0,1,840,1090,0,0,1,1
NKJP_1M_0404000000102/morph_3-p/morph_3.21-s.xml,21,20,19,3167,6756,87,176,1,1,3316,7152,0,0,1,1
NKJP_1M_1102000003/morph_1-p/morph_1.11-s.xml,11,10,9,169,177,3,3,1,1,175,186,0,0,1,1
NKJP_1M_1102000003/morph_1-p/morph_1.65-s.xml,13,12,11,651,942,7,8,1,1,662,954,0,0,1,1
NKJP_1M_1102000004/morph_2-p/morph_2.39-s.xml,20,20,19,1579,2735,64,64,1,1,1955,3485,0,0,1,1
NKJP_1M_1102000010/morph_6-p/morph_6.82-s.xml,12,12,11,320,395,1,1,1,1,324,402,0,0,1,1
NKJP_1M_1102000015/morph_2-p/morph_2.73-s.xml,14,14,13,332,387,6,6,0,0,445,550,0,0,1,1
NKJP_1M_1102000020/morph_1-p/morph_1.71-s.xml,13,12,11,667,956,79,89,1,1,890,1538,0,0,1,1
NKJP_1M_1102000021/morph_5-p/morph_5.32-s.xml,17,17,13,1673,3574,159,177,1,1,1915,4032,0,0,1,1
NKJP_1M_1102000021/morph_5-p/morph_5.54-s.xml,20,20,17,813,1032,53,68,0,1,911,1186,0,0,1,1
NKJP_1M_1102000024/morph_1-p/morph_1.38-s.xml,19,19,18,1816,3528,50,108,1,1,1881,3746,0,0,1,1
NKJP_1M_1103000012/morph_1-p/morph_1.26-s.xml,11,11,9,384,583,16,16,0,1,509,878,0,0,1,1
NKJP_1M_1103000012/morph_1-p/morph_1.52-s.xml,26,22,13,3188,5991,826,1471,0,1,8412,23294,0,0,1,1
NKJP_1M_1103000018/morph_1-p/morph_1.41-s.xml,15,15,9,558,721,61,85,0,1,1375,2773,0,0,1,1
NKJP_1M_1202000001/morph_3-p/morph_3.47-s.xml,9,9,8,505,783,12,14,0,1,522,811,0,0,1,1
NKJP_1M_1202000001/morph_33-p/morph_33.46-s.xml,5,5,4,66,64,15,15,0,0,110,120,0,0,1,1
NKJP_1M_1202000002/morph_23-p/morph_23.26-s.xml,10,10,8,409,544,76,88,0,1,710,1257,0,0,1,1
NKJP_1M_1202000002/morph_30-p/morph_30.24-s.xml,24,23,22,5656,13561,267,773,1,1,6028,15101,0,0,1,1
NKJP_1M_1202000002/morph_30-p/morph_30.81-s.xml,31,30,27,4317,8124,638,1062,1,1,6326,15103,0,0,1,1
NKJP_1M_1202000002/morph_36-p/morph_36.55-s.xml,8,8,7,116,122,11,11,0,1,305,424,0,0,1,1
NKJP_1M_1202000003/morph_18-p/morph_18.58-s.xml,17,17,16,1049,1548,57,66,1,1,1130,1655,0,0,1,1
NKJP_1M_1202000003/morph_28-p/morph_28.27-s.xml,27,26,25,10011,26405,578,1795,1,1,10975,30528,0,0,1,1
NKJP_1M_1202000003/morph_7-p/morph_7.57-s.xml,23,23,21,3582,7843,208,506,0,1,5140,13132,0,0,1,1
NKJP_1M_1202000005/morph_13-p/morph_13.18-s.xml,18,18,17,1482,2858,9,20,1,1,1499,2912,0,0,1,1
NKJP_1M_1202000005/morph_24-p/morph_24.21-s.xml,13,10,8,236,344,18,28,0,1,504,869,0,0,1,1
NKJP_1M_1202000005/morph_31-p/morph_31.69-s.xml,10,10,9,493,599,46,70,0,1,543,695,0,0,1,1
NKJP_1M_1202000006/morph_1-p/morph_1.63-s.xml,7,7,6,129,133,7,7,0,1,189,231,0,0,1,1
NKJP_1M_1202000006/morph_121-p/morph_121.32-s.xml,32,29,18,1606,2526,161,162,0,1,5838,15766,0,0,1,1
NKJP_1M_1202000006/morph_121-p/morph_121.42-s.xml,10,10,8,513,697,105,191,1,1,756,1261,0,0,1,1
NKJP_1M_1202000006/morph_129-p/morph_129.62-s.xml,10,9,8,233,261,2,4,1,1,241,274,0,0,1,1
NKJP_1M_1202000006/morph_13-p/morph_13.50-s.xml,16,16,15,516,613,16,20,1,1,533,645,0,0,1,1
NKJP_1M_1202000006/morph_137-p/morph_137.47-s.xml,17,17,16,1035,1653,57,65,1,1,1101,1781,0,0,1,1
NKJP_1M_1202000006/morph_137-p/morph_137.68-s.xml,7,7,5,130,131,17,18,0,1,204,241,0,0,1,1
NKJP_1M_1202000006/morph_173-p/morph_173.26-s.xml,26,24,21,1869,2954,270,352,0,0,3434,6508,0,0,1,1
NKJP_1M_1202000006/morph_173-p/morph_173.37-s.xml,11,11,10,487,688,19,20,1,1,516,718,0,0,1,1
NKJP_1M_1202000006/morph_180-p/morph_180.15-s.xml,15,15,14,486,626,1,1,1,1,490,632,0,0,1,1
NKJP_1M_1202000006/morph_199-p/morph_199.12-s.xml,12,11,7,479,598,105,148,0,1,1078,1746,0,0,1,1
NKJP_1M_1202000006/morph_3-p/morph_3.13-s.xml,13,13,11,469,537,79,79,0,1,1035,1635,0,0,1,1
NKJP_1M_1202000006/morph_3-p/morph_3.22-s.xml,9,9,8,192,212,11,11,1,1,217,257,0,0,1,1
NKJP_1M_1202000006/morph_38-p/morph_38.45-s.xml,29,27,26,3455,7134,8,9,1,1,3656,7539,0,0,1,1
NKJP_1M_1202000007/morph_100-p/morph_100.12-s.xml,12,11,10,213,224,19,23,0,0,364,446,0,0,1,1
NKJP_1M_1202000007/morph_100-p/morph_100.26-s.xml,14,13,11,577,710,107,156,0,1,1955,3879,0,0,1,1
NKJP_1M_1202000007/morph_102-p/morph_102.20-s.xml,20,20,18,3518,6744,454,1022,1,1,4093,8345,0,0,1,1
NKJP_1M_1202000007/morph_11-p/morph_11.41-s.xml,6,6,5,70,66,0,0,0,1,71,69,0,0,1,1
NKJP_1M_1202000007/morph_20-p/morph_20.69-s.xml,17,15,13,614,758,29,47,1,1,688,854,0,0,1,1
NKJP_1M_1202000007/morph_25-p/morph_25.50-s.xml,16,16,15,1045,1782,24,32,1,1,1083,1843,0,0,1,1
NKJP_1M_1202000007/morph_31-p/morph_31.21-s.xml,7,7,5,69,64,9,9,0,1,123,146,0,0,1,1
NKJP_1M_1202000007/morph_36-p/morph_36.50-s.xml,9,8,7,304,347,31,31,0,1,416,546,0,0,1,1
NKJP_1M_1202000007/morph_77-p/morph_77.65-s.xml,10,9,7,211,215,21,21,0,1,343,423,0,0,1,1
NKJP_1M_1202000007/morph_83-p/morph_83.45-s.xml,19,19,17,1490,2270,70,79,0,1,1826,3048,0,0,1,1
NKJP_1M_1202000007/morph_89-p/morph_89.10-s.xml,10,10,9,212,251,5,5,0,1,233,286,0,0,1,1
NKJP_1M_1202000008/morph_5-p/morph_5.19-s.xml,19,19,18,1809,3074,98,141,1,1,1917,3233,0,0,1,1
NKJP_1M_1202000008/morph_9-p/morph_9.60-s.xml,9,9,8,272,325,38,40,0,1,454,596,0,0,1,1
NKJP_1M_1202000009/morph_112-p/morph_112.53-s.xml,9,9,8,147,149,21,21,0,1,225,246,0,0,1,1
NKJP_1M_1202000009/morph_118-p/morph_118.30-s.xml,14,13,12,610,951,5,5,1,1,685,1106,0,0,1,1
NKJP_1M_1202000009/morph_146-p/morph_146.48-s.xml,16,15,14,1114,1689,112,136,1,1,1230,1920,0,0,1,1
NKJP_1M_1202000009/morph_162-p/morph_162.15-s.xml,8,8,7,265,294,16,16,0,1,282,317,0,0,1,1
NKJP_1M_1202000009/morph_162-p/morph_162.7-s.xml,7,7,6,108,107,6,6,1,1,118,117,0,0,1,1
NKJP_1M_1202000009/morph_165-p/morph_165.44-s.xml,20,19,18,948,1372,47,47,1,1,1152,1705,0,0,1,1
NKJP_1M_1202000009/morph_166-p/morph_166.41-s.xml,13,12,9,291,351,21,21,0,1,385,483,0,0,1,1
NKJP_1M_1202000009/morph_180-p/morph_180.22-s.xml,22,22,21,2113,3559,72,104,1,1,2200,3715,0,0,1,1
NKJP_1M_1202000009/morph_183-p/morph_183.18-s.xml,18,18,17,1092,1727,26,43,1,1,1118,1783,0,0,1,1
NKJP_1M_1202000009/morph_186-p/morph_186.78-s.xml,7,7,5,216,226,19,22,0,1,313,404,0,0,1,1
NKJP_1M_1202000009/morph_196-p/morph_196.43-s.xml,23,21,19,1075,1569,24,25,1,1,1108,1616,0,0,1,1
NKJP_1M_1202000009/morph_199-p/morph_199.49-s.xml,8,8,7,203,216,21,22,1,1,226,243,0,0,1,1
NKJP_1M_1202000009/morph_35-p/morph_35.38-s.xml,7,7,5,50,44,15,15,0,0,162,198,0,0,1,1
NKJP_1M_1202000009/morph_41-p/morph_41.56-s.xml,11,11,9,387,486,28,28,0,1,802,1338,0,0,1,1
NKJP_1M_1202000009/morph_50-p/morph_50.45-s.xml,7,7,6,76,69,2,2,0,1,93,91,0,0,1,1
NKJP_1M_1202000009/morph_76-p/morph_76.18-s.xml,9,9,8,265,349,4,4,1,1,270,354,0,0,1,1
NKJP_1M_1202000009/morph_96-p/morph_96.22-s.xml,22,21,18,2442,4392,155,188,0,1,4415,10492,0,0,1,1
NKJP_1M_1202000009/morph_96-p/morph_96.64-s.xml,7,7,6,160,189,11,11,1,1,224,261,0,0,1,1
NKJP_1M_1202000009/morph_96-p/morph_96.77-s.xml,13,13,12,296,346,4,4,0,1,304,361,0,0,1,1
NKJP_1M_1202000010/morph_11-p/morph_11.36-s.xml,10,10,8,444,604,59,66,0,1,1136,2196,0,0,1,1
NKJP_1M_1202000010/morph_19-p/morph_19.10-s.xml,10,8,7,154,154,4,4,1,1,166,166,0,0,1,1
NKJP_1M_1202000010/morph_55-p/morph_55.47-s.xml,23,21,19,1791,2871,95,129,1,1,1952,3105,0,0,1,1
NKJP_1M_1202000010/morph_73-p/morph_73.69-s.xml,20,17,16,1042,1486,36,36,1,1,1138,1599,0,0,1,1
NKJP_1M_1202000010/morph_79-p/morph_79.13-s.xml,13,12,11,468,581,40,48,1,1,515,649,0,0,1,1
NKJP_1M_1202000010/morph_98-p/morph_98.56-s.xml,9,9,6,152,153,29,33,0,1,395,575,0,0,1,1
NKJP_1M_1202000011/morph_14-p/morph_14.33-s.xml,16,16,15,844,1348,87,227,0,1,975,1692,0,0,1,1
NKJP_1M_1202000012/morph_100-p/morph_100.24-s.xml,24,23,22,1743,2881,11,34,1,1,1776,2954,0,0,1,1
NKJP_1M_1202000012/morph_100-p/morph_100.39-s.xml,15,15,14,597,786,89,154,1,1,843,1322,0,0,1,1
NKJP_1M_1202000012/morph_100-p/morph_100.65-s.xml,17,17,16,860,1154,223,241,0,1,2104,3969,0,0,1,1
NKJP_1M_1202000012/morph_116-p/morph_116.16-s.xml,16,16,13,707,883,16,17,0,1,857,1081,0,0,1,1
NKJP_1M_1202000012/morph_129-p/morph_129.49-s.xml,16,15,14,1079,1782,57,59,1,1,1152,1957,0,0,1,1
NKJP_1M_1202000012/morph_14-p/morph_14.62-s.xml,13,13,8,392,463,93,148,0,1,764,1334,0,0,1,1
NKJP_1M_1202000012/morph_156-p/morph_156.66-s.xml,23,22,21,1913,3255,164,250,1,1,2498,4551,0,0,1,1
NKJP_1M_1202000012/morph_17-p/morph_17.66-s.xml,10,10,9,915,1935,39,45,1,1,961,2042,0,0,1,1
NKJP_1M_1202000012/morph_183-p/morph_183.69-s.xml,20,19,18,2852,6008,91,156,1,1,3104,6505,0,0,1,1
NKJP_1M_1202000012/morph_185-p/morph_185.10-s.xml,10,10,9,552,767,27,27,1,1,591,815,0,0,1,1
NKJP_1M_1202000012/morph_193-p/morph_193.31-s.xml,22,22,21,1018,1339,20,20,1,1,1052,1382,0,0,1,1
NKJP_1M_1202000012/morph_4-p/morph_4.41-s.xml,18,18,17,4056,8758,124,194,1,1,4199,9123,0,0,1,1
NKJP_1M_1202000012/morph_53-p/morph_53.17-s.xml,17,17,15,855,1222,33,33,0,1,1156,1833,0,0,1,1
NKJP_1M_1202000012/morph_62-p/morph_62.38-s.xml,14,14,11,812,1318,25,25,0,1,1244,2208,0,0,1,1
NKJP_1M_1202000012/morph_68-p/morph_68.64-s.xml,17,17,16,1115,2209,38,43,0,1,1205,2598,0,0,1,1
NKJP_1M_1202000012/morph_78-p/morph_78.38-s.xml,9,7,4,139,130,45,47,0,1,525,657,0,0,1,1
NKJP_1M_1202000012/morph_81-p/morph_81.46-s.xml,8,8,7,386,491,77,81,1,1,552,776,0,0,1,1
NKJP_1M_1202000012/morph_96-p/morph_96.39-s.xml,9,9,8,139,136,0,0,1,1,145,142,0,0,1,1
NKJP_1M_1202900001000/morph_14-p/morph_14.17-s.xml,17,16,13,875,1187,31,35,0,1,1448,2676,0,0,1,1
NKJP_1M_1202900001000/morph_14-p/morph_14.50-s.xml,20,19,18,1032,1398,103,126,0,1,1320,1782,0,0,1,1
NKJP_1M_1202900001000/morph_16-p/morph_16.52-s.xml,16,14,12,348,415,15,21,0,1,420,516,0,0,1,1
NKJP_1M_1202900001000/morph_24-p/morph_24.16-s.xml,16,15,14,1168,1877,189,255,1,1,1551,2699,0,0,1,1
NKJP_1M_1202900001000/morph_24-p/morph_24.69-s.xml,10,10,8,274,316,15,16,0,1,356,451,0,0,1,1
NKJP_1M_1202900001000/morph_26-p/morph_26.57-s.xml,14,14,13,570,653,24,28,1,1,606,696,0,0,1,1
NKJP_1M_1202900001001/morph_12-p/morph_12.30-s.xml,30,29,27,1972,2885,313,440,0,0,3011,4860,0,0,1,1
NKJP_1M_1202900001001/morph_26-p/morph_26.7-s.xml,7,7,5,145,157,13,13,0,1,201,228,0,0,1,1
NKJP_1M_1202900001001/morph_29-p/morph_29.16-s.xml,16,16,15,2011,3959,173,271,1,1,2191,4322,0,0,1,1
NKJP_1M_1202900001001/morph_35-p/morph_35.71-s.xml,5,5,4,56,54,1,1,1,1,62,60,0,0,1,1
NKJP_1M_1202900001001/morph_4-p/morph_4.75-s.xml,22,21,20,3375,6530,226,465,1,1,3615,7168,0,0,1,1
NKJP_1M_1202900001002/morph_14-p/morph_14.36-s.xml,15,15,14,1191,2204,55,99,1,1,1269,2338,0,0,1,1
NKJP_1M_1202900001002/morph_29-p/morph_29.11-s.xml,11,11,10,572,729,117,129,1,1,803,1279,0,0,1,1
NKJP_1M_1202900001003/morph_12-p/morph_12.36-s.xml,22,21,20,3991,8579,325,670,1,1,4682,11858,0,0,1,1
NKJP_1M_1202900001003/morph_32-p/morph_32.53-s.xml,15,15,14,1473,2589,60,63,1,1,1568,2750,0,0,1,1
NKJP_1M_1202900001005/morph_26-p/morph_26.10-s.xml,10,10,9,571,870,51,68,1,1,628,961,0,0,1,1
NKJP_1M_1202900001005/morph_27-p/morph_27.29-s.xml,25,23,21,2111,3051,143,237,0,1,2537,3948,0,0,1,1
NKJP_1M_1202900001005/morph_30-p/morph_30.14-s.xml,14,14,13,694,1019,70,102,0,1,791,1221,0,0,1,1
NKJP_1M_1202900001006/morph_26-p/morph_26.46-s.xml,17,17,15,1763,3848,38,38,1,1,1804,3908,0,0,1,1
NKJP_1M_1202900001006/morph_26-p/morph_26.66-s.xml,20,19,18,2154,3870,33,56,1,1,2193,3962,0,0,1,1
NKJP_1M_1202900001006/morph_28-p/morph_28.39-s.xml,23,21,19,2913,5000,186,407,1,1,3209,5726,0,0,1,1
NKJP_1M_1202900001006/morph_28-p/morph_28.8-s.xml,8,8,7,328,467,39,47,1,1,371,530,0,0,1,1
NKJP_1M_1202900001006/morph_34-p/morph_34.38-s.xml,38,37,36,6339,13265,113,221,1,1,6461,13579,0,0,1,1
NKJP_1M_1202900001006/morph_34-p/morph_34.84-s.xml,6,5,4,60,55,1,1,0,1,62,58,0,0,1,1
NKJP_1M_1202900001006/morph_39-p/morph_39.62-s.xml,17,17,16,2166,4100,244,541,1,1,2532,5078,0,0,1,1
NKJP_1M_1202900001007/morph_26-p/morph_26.29-s.xml,17,17,14,829,1129,96,175,0,1,1130,1814,0,0,1,1
NKJP_1M_1202900001007/morph_27-p/morph_27.13-s.xml,13,13,12,1652,3115,197,326,1,1,1893,3633,0,0,1,1
NKJP_1M_1202900001007/morph_33-p/morph_33.44-s.xml,23,22,21,4677,8872,733,1315,1,1,6004,12278,0,0,1,1
NKJP_1M_1202900001007/morph_43-p/morph_43.47-s.xml,12,12,10,737,1103,39,59,1,1,787,1204,0,0,1,1
NKJP_1M_1202900001007/morph_43-p/morph_43.71-s.xml,10,10,9,282,355,40,63,0,1,324,458,0,0,1,1
NKJP_1M_1202900001007/morph_44-p/morph_44.20-s.xml,20,20,18,1471,2461,135,159,1,1,2039,3547,0,0,1,1
NKJP_1M_1202900001007/morph_44-p/morph_44.27-s.xml,7,7,5,152,166,15,16,0,1,204,240,0,0,1,1
NKJP_1M_1202900001009/morph_10-p/morph_10.62-s.xml,11,11,10,1056,1533,139,229,1,1,1229,1880,0,0,1,1
NKJP_1M_1202900001010/morph_13-p/morph_13.43-s.xml,13,13,12,469,679,2,2,1,1,477,696,0,0,1,1
NKJP_1M_1202900001010/morph_13-p/morph_13.56-s.xml,13,13,12,404,531,3,3,0,1,410,552,0,0,1,1
NKJP_1M_1202900001010/morph_16-p/morph_16.12-s.xml,12,12,11,760,1390,42,42,0,1,886,1694,0,0,1,1
NKJP_1M_1202900001010/morph_16-p/morph_16.53-s.xml,13,13,12,541,788,68,78,0,0,1261,2174,0,0,1,1
NKJP_1M_1202900001010/morph_19-p/morph_19.34-s.xml,11,11,10,1022,2212,50,50,0,1,1114,2422,0,0,1,1
NKJP_1M_1202900001010/morph_19-p/morph_19.72-s.xml,18,18,17,884,1269,10,10,1,1,896,1282,0,0,1,1
NKJP_1M_1202900001010/morph_2-p/morph_2.32-s.xml,10,10,8,192,208,15,17,0,1,231,268,0,0,1,1
NKJP_1M_1202900001010/morph_21-p/morph_21.62-s.xml,19,19,15,1562,2791,128,160,0,1,2559,5678,0,0,1,1
NKJP_1M_1202900001010/morph_23-p/morph_23.23-s.xml,11,11,9,157,154,3,3,0,1,173,181,0,0,1,1
NKJP_1M_1202900001010/morph_23-p/morph_23.46-s.xml,23,21,20,1661,2726,22,28,1,1,1707,2799,0,0,1,1
NKJP_1M_1202900001010/morph_27-p/morph_27.61-s.xml,28,26,24,3397,5784,319,660,0,1,4232,7601,0,0,1,1
NKJP_1M_1202900001010/morph_28-p/morph_28.31-s.xml,11,11,10,304,381,6,6,1,1,313,393,0,0,1,1
NKJP_1M_1202900001010/morph_28-p/morph_28.74-s.xml,8,7,6,234,262,50,51,1,1,462,617,0,0,1,1
NKJP_1M_1202900001010/morph_30-p/morph_30.35-s.xml,15,15,14,498,603,15,24,0,1,649,819,0,0,1,1
NKJP_1M_1202900001010/morph_30-p/morph_30.60-s.xml,25,24,23,4682,9713,755,1025,0,1,8693,24329,0,0,1,1
NKJP_1M_1202900001010/morph_45-p/morph_45.42-s.xml,10,10,9,255,269,79,87,0,1,590,788,0,0,1,1
NKJP_1M_1202900001010/morph_6-p/morph_6.19-s.xml,19,19,18,1018,1534,124,191,0,0,1658,3041,0,0,1,1
NKJP_1M_1202900001010/morph_6-p/morph_6.45-s.xml,14,12,10,996,1472,257,328,1,1,2388,4978,0,0,1,1
NKJP_1M_1202900001010/morph_6-p/morph_6.73-s.xml,13,13,12,407,481,8,8,1,1,419,493,0,0,1,1
NKJP_1M_1202900021/morph_3-p/morph_3.35-s.xml,11,11,6,228,251,13,13,0,1,669,1050,0,0,1,1
NKJP_1M_1202900021/morph_4-p/morph_4.18-s.xml,18,18,16,1535,2540,136,266,0,0,2082,3819,0,0,1,1
NKJP_1M_1202900022/morph_8-p/morph_8.14-s.xml,14,13,11,452,547,29,29,0,0,990,1389,0,0,1,1
NKJP_1M_1202900023/morph_5-p/morph_5.21-s.xml,21,21,19,3994,11053,147,283,1,1,4172,11606,0,0,1,1
NKJP_1M_1202900027/morph_3-p/morph_3.13-s.xml,13,13,11,293,330,1,1,0,1,321,373,0,0,1,1
NKJP_1M_1202900027/morph_3-p/morph_3.23-s.xml,10,10,8,474,701,27,31,1,1,511,799,0,0,1,1
NKJP_1M_1202900028/morph_1-p/morph_1.17-s.xml,11,10,9,303,341,28,32,0,1,343,399,0,0,1,1
NKJP_1M_1202900028/morph_1-p/morph_1.52-s.xml,17,16,15,1205,1711,112,143,1,1,1403,2031,0,0,1,1
NKJP_1M_1202900028/morph_2-p/morph_2.39-s.xml,14,14,11,1008,1455,128,147,0,1,1441,2610,0,0,1,1
NKJP_1M_1202900028/morph_4-p/morph_4.28-s.xml,15,15,11,606,814,7,7,0,1,1275,2108,0,0,1,1
NKJP_1M_1202900030/morph_7-p/morph_7.74-s.xml,14,13,12,546,648,21,24,1,1,576,699,0,0,1,1
NKJP_1M_1202900032/morph_9-p/morph_9.17-s.xml,17,17,14,1854,3629,246,412,0,1,2281,4512,0,0,1,1
NKJP_1M_1202900036/morph_2-p/morph_2.45-s.xml,30,29,28,6546,14756,439,762,1,1,7021,15838,0,0,1,1
NKJP_1M_1202900036/morph_2-p/morph_2.55-s.xml,10,9,7,263,394,34,38,0,1,411,652,0,0,1,1
NKJP_1M_1202900036/morph_2-p/morph_2.65-s.xml,10,9,8,187,219,15,15,1,1,210,258,0,0,1,1
NKJP_1M_1202900036/morph_3-p/morph_3.24-s.xml,24,23,21,2453,4086,110,168,1,1,2694,4530,0,0,1,1
NKJP_1M_1202900036/morph_8-p/morph_8.41-s.xml,18,18,16,1296,2221,21,56,1,1,1319,2299,0,0,1,1
NKJP_1M_1202900042/morph_1-p/morph_1.6-s.xml,6,6,4,62,56,8,8,0,1,130,146,0,0,1,1
NKJP_1M_1202900044/morph_1-p/morph_1.53-s.xml,10,10,9,402,716,9,17,1,1,417,767,0,0,1,1
NKJP_1M_1202900044/morph_7-p/morph_7.5-s.xml,5,5,4,78,83,8,8,0,1,117,150,0,0,1,1
NKJP_1M_1202900047/morph_5-p/morph_5.56-s.xml,24,23,22,3694,8292,77,225,1,1,3807,8639,0,0,1,1
NKJP_1M_1202900048/morph_3-p/morph_3.76-s.xml,7,6,5,107,106,1,1,1,1,110,109,0,0,1,1
NKJP_1M_1202900048/morph_9-p/morph_9.95-s.xml,31,28,27,6706,16505,84,130,1,1,6812,16757,0,0,1,1
NKJP_1M_1202900049/morph_7-p/morph_7.71-s.xml,17,17,16,943,1735,43,43,1,1,991,1797,0,0,1,1
NKJP_1M_1202900051/morph_6-p/morph_6.43-s.xml,7,7,6,92,86,0,0,1,1,93,87,0,0,1,1
NKJP_1M_1202900056/morph_3-p/morph_3.23-s.xml,6,6,4,93,91,14,14,0,1,150,181,0,0,1,1
NKJP_1M_1202900056/morph_3-p/morph_3.30-s.xml,7,6,5,192,243,15,15,0,1,212,280,0,0,1,1
NKJP_1M_1202900068/morph_5-p/morph_5.64-s.xml,10,10,9,207,229,3,3,1,1,210,232,0,0,1,1
NKJP_1M_1202900070/morph_8-p/morph_8.10-s.xml,10,10,8,237,259,2,2,0,1,343,421,0,0,1,1
NKJP_1M_1202900071/morph_2-p/morph_2.11-s.xml,5,5,4,70,67,7,7,0,1,96,96,0,0,1,1
NKJP_1M_1202900073/morph_7-p/morph_7.14-s.xml,14,14,13,1112,1618,107,181,1,1,1256,1884,0,0,1,1
NKJP_1M_1202900073/morph_7-p/morph_7.62-s.xml,14,13,12,706,959,109,122,0,1,1272,2043,0,0,1,1
NKJP_1M_1202900074/morph_6-p/morph_6.42-s.xml,16,16,15,966,1408,289,329,1,1,2588,5753,0,0,1,1
NKJP_1M_1202900075/morph_5-p/morph_5.54-s.xml,8,7,6,312,387,79,89,1,1,632,1046,0,0,1,1
NKJP_1M_1202900078/morph_9-p/morph_9.18-s.xml,6,6,5,58,53,10,10,0,0,137,155,0,0,1,1
NKJP_1M_1202900079/morph_2-p/morph_2.12-s.xml,12,12,11,784,1529,83,83,0,1,933,2150,0,0,1,1
NKJP_1M_1202900080/morph_3-p/morph_3.10-s.xml,10,9,8,166,200,14,14,0,0,383,506,0,0,1,1
